Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
CALL0146354,Becky,2024-03-15,10:07:50,Technical Support,Y,Y,60,0:08:00,4
CALL0146355,Martha,2024-03-15,20:02:43,Contract related,Y,Y,55,0:04:48,5
CALL0146356,Greg,2024-03-15,17:07:39,Streaming,Y,Y,11,0:05:57,5
CALL0146357,Jim,2024-03-15,11:11:00,Contract related,Y,Y,68,0:04:59,5
CALL0146358,Stewart,2024-03-15,17:13:42,Technical Support,Y,Y,76,0:07:29,2
CALL0146359,Jim,2024-03-15,08:45:29,Contract related,Y,Y,74,0:07:54,4
CALL0146360,Martha,2024-03-15,19:54:26,Contract related,Y,Y,58,0:09:08,2
CALL0146361,Jim,2024-03-15,08:06:46,Technical Support,Y,Y,5,0:05:20,4
CALL0146362,Dan,2024-03-15,20:50:12,Streaming,Y,Y,31,0:01:48,3
CALL0146363,Dan,2024-03-15,17:34:58,Technical Support,Y,Y,70,0:04:09,4
CALL0146364,Stewart,2024-03-15,16:51:50,Technical Support,Y,Y,53,0:03:32,3
CALL0146365,Joe,2024-03-15,19:14:32,Contract related,Y,Y,67,0:06:31,3
CALL0146366,Dan,2024-03-15,09:06:49,Payment related,Y,Y,79,0:03:17,4
CALL0146367,Becky,2024-03-15,15:10:53,Contract related,Y,N,81,0:06:04,5
CALL0146368,Stewart,2024-03-15,17:19:54,Technical Support,Y,Y,61,0:08:43,4
CALL0146369,Dan,2024-03-15,13:17:04,Technical Support,Y,Y,28,0:06:54,4
CALL0146370,Diane,2024-03-15,13:37:59,Payment related,Y,Y,68,0:04:26,4
CALL0146371,Stewart,2024-03-15,10:42:00,Streaming,Y,Y,103,0:08:32,4
CALL0146372,Diane,2024-03-15,17:12:03,Streaming,Y,N,61,0:08:08,3
CALL0146373,Dan,2024-03-15,19:33:35,Streaming,Y,Y,61,0:09:05,3
CALL0146374,Becky,2024-03-15,17:57:40,Payment related,Y,N,86,0:05:55,3
CALL0146375,Jim,2024-03-15,16:17:44,Contract related,Y,Y,59,0:01:03,3
CALL0146376,Dan,2024-03-15,12:39:24,Streaming,Y,Y,36,0:07:17,4
CALL0146377,Stewart,2024-03-15,13:07:53,Streaming,Y,N,79,0:05:22,4
CALL0146378,Diane,2024-03-15,10:12:38,Admin Support,Y,Y,69,0:05:06,4
CALL0146379,Martha,2024-03-15,15:10:06,Contract related,Y,N,53,0:08:15,4
CALL0146380,Stewart,2024-03-15,12:10:06,Streaming,Y,Y,23,0:08:46,4
CALL0146381,Jim,2024-03-15,20:52:15,Streaming,Y,Y,87,0:06:18,4
CALL0146382,Joe,2024-03-15,19:22:19,Streaming,Y,Y,86,0:08:46,5
CALL0146383,Stewart,2024-03-15,20:11:09,Technical Support,Y,Y,96,0:09:18,3
CALL0146384,Martha,2024-03-15,12:27:16,Streaming,N,N,103,0:00:31,1
CALL0146385,Joe,2024-03-15,13:45:36,Payment related,Y,Y,88,0:07:47,4
CALL0146386,Becky,2024-03-15,12:55:57,Contract related,Y,Y,74,0:08:56,4
CALL0146387,Becky,2024-03-15,15:56:56,Contract related,Y,Y,30,0:06:28,5
CALL0146388,Joe,2024-03-15,11:02:35,Technical Support,Y,Y,76,0:01:00,2
CALL0146389,Martha,2024-03-15,17:19:53,Streaming,Y,Y,61,0:06:24,3
CALL0146390,Joe,2024-03-15,20:22:37,Technical Support,Y,Y,43,0:04:22,3
CALL0146391,Martha,2024-03-15,11:17:18,Streaming,Y,Y,71,0:05:33,2
CALL0146392,Stewart,2024-03-15,17:13:00,Admin Support,Y,Y,72,0:05:01,5
CALL0146393,Jim,2024-03-15,08:30:16,Admin Support,Y,Y,43,0:05:20,4
CALL0146394,Joe,2024-03-15,13:13:38,Contract related,Y,Y,124,0:01:30,4
CALL0146395,Joe,2024-03-15,13:28:01,Contract related,Y,Y,58,0:09:37,4
CALL0146396,Joe,2024-03-15,10:43:36,Streaming,N,N,171,0:00:19,1
CALL0146397,Diane,2024-03-15,17:44:46,Payment related,Y,Y,95,0:04:57,4
CALL0146398,Joe,2024-03-15,09:23:10,Technical Support,Y,Y,57,0:03:38,4
CALL0146399,Joe,2024-03-15,12:50:04,Technical Support,Y,Y,50,0:01:50,3
CALL0146400,Becky,2024-03-15,13:54:05,Admin Support,Y,Y,49,0:07:00,3
CALL0146401,Diane,2024-03-15,12:14:25,Payment related,Y,Y,39,0:09:59,3
CALL0146402,Greg,2024-03-15,19:27:14,Technical Support,Y,Y,75,0:09:14,5
CALL0146403,Dan,2024-03-15,13:26:37,Admin Support,Y,Y,83,0:06:02,5
CALL0146404,Jim,2024-03-15,12:03:15,Contract related,Y,N,49,0:03:43,5
CALL0146405,Stewart,2024-03-15,09:16:31,Streaming,Y,Y,52,0:05:35,1
CALL0146406,Diane,2024-03-16,16:26:42,Contract related,Y,Y,61,0:04:15,3
CALL0146407,Stewart,2024-03-16,09:32:14,Payment related,Y,Y,28,0:07:51,3
CALL0146408,Joe,2024-03-16,11:08:48,Payment related,Y,Y,72,0:05:25,3
CALL0146409,Jim,2024-03-16,16:05:23,Technical Support,Y,Y,30,0:02:40,4
CALL0146410,Stewart,2024-03-16,11:01:29,Payment related,Y,Y,67,0:02:26,5
CALL0146411,Stewart,2024-03-16,15:15:44,Contract related,Y,Y,34,0:05:40,1
CALL0146412,Diane,2024-03-16,19:42:21,Payment related,Y,Y,73,0:01:36,5
CALL0146413,Dan,2024-03-16,09:33:32,Payment related,Y,Y,50,0:01:52,5
CALL0146414,Stewart,2024-03-16,20:26:31,Technical Support,Y,Y,119,0:03:54,4
CALL0146415,Dan,2024-03-16,19:47:44,Admin Support,Y,N,109,0:05:27,5
CALL0146416,Diane,2024-03-16,13:49:36,Contract related,Y,Y,68,0:01:57,4
CALL0146417,Joe,2024-03-16,12:53:32,Streaming,Y,N,84,0:06:39,2
CALL0146418,Becky,2024-03-16,13:41:13,Payment related,Y,N,31,0:04:13,5
CALL0146419,Joe,2024-03-16,08:44:08,Payment related,Y,Y,19,0:06:30,4
CALL0146420,Greg,2024-03-16,17:34:52,Technical Support,Y,Y,40,0:01:15,4
CALL0146421,Jim,2024-03-16,13:18:44,Payment related,Y,Y,50,0:01:11,3
CALL0146422,Martha,2024-03-16,08:52:44,Technical Support,Y,Y,52,0:02:07,1
CALL0146423,Stewart,2024-03-16,09:50:32,Streaming,Y,Y,64,0:04:39,3
CALL0146424,Diane,2024-03-16,14:16:11,Contract related,Y,Y,50,0:07:34,5
CALL0146425,Stewart,2024-03-16,14:32:25,Contract related,Y,Y,101,0:03:46,5
CALL0146426,Martha,2024-03-16,19:45:42,Contract related,Y,Y,114,0:07:10,5
CALL0146427,Stewart,2024-03-16,18:56:26,Payment related,Y,Y,54,0:08:14,4
CALL0146428,Diane,2024-03-16,20:18:20,Admin Support,Y,Y,82,0:07:17,3
CALL0146429,Becky,2024-03-16,10:04:36,Payment related,Y,Y,73,0:02:57,4
CALL0146430,Greg,2024-03-16,08:07:05,Admin Support,Y,Y,89,0:03:47,4
CALL0146431,Dan,2024-03-16,11:42:15,Contract related,Y,Y,82,0:07:50,4
CALL0146432,Stewart,2024-03-16,20:38:59,Technical Support,Y,Y,31,0:08:42,4
CALL0146433,Dan,2024-03-16,14:25:34,Payment related,N,N,112,0:00:08,2
CALL0146434,Martha,2024-03-16,17:27:40,Technical Support,Y,Y,39,0:09:35,5
CALL0146435,Martha,2024-03-16,20:35:36,Admin Support,Y,Y,19,0:09:33,5
CALL0146436,Diane,2024-03-16,16:45:20,Technical Support,Y,Y,62,0:02:27,3
CALL0146437,Dan,2024-03-16,20:14:16,Contract related,Y,Y,46,0:04:29,5
CALL0146438,Becky,2024-03-16,11:08:56,Technical Support,Y,Y,80,0:01:00,3
CALL0146439,Jim,2024-03-16,11:49:34,Payment related,Y,Y,51,0:04:10,4
CALL0146440,Dan,2024-03-16,18:23:38,Payment related,Y,Y,103,0:09:04,3
CALL0146441,Jim,2024-03-16,13:53:26,Admin Support,Y,Y,51,0:03:03,3
CALL0146442,Dan,2024-03-16,14:41:43,Payment related,Y,Y,77,0:08:59,4
CALL0146443,Stewart,2024-03-16,14:30:59,Technical Support,Y,Y,62,0:02:15,5
CALL0146444,Diane,2024-03-16,08:52:59,Admin Support,N,N,78,0:00:06,1
CALL0146445,Stewart,2024-03-16,18:15:45,Contract related,Y,Y,41,0:08:51,4
CALL0146446,Dan,2024-03-16,16:32:48,Admin Support,N,N,92,0:00:32,1
CALL0146447,Jim,2024-03-16,18:02:27,Technical Support,Y,Y,5,0:07:22,4
CALL0146448,Diane,2024-03-16,20:18:50,Contract related,Y,Y,86,0:06:57,4
CALL0146449,Martha,2024-03-16,20:44:03,Streaming,N,N,117,0:00:39,1
CALL0146450,Diane,2024-03-16,08:10:33,Contract related,Y,Y,69,0:03:39,1
CALL0146451,Greg,2024-03-16,16:47:21,Streaming,Y,Y,42,0:04:25,3
CALL0146452,Becky,2024-03-16,20:43:44,Payment related,Y,Y,99,0:06:02,3
CALL0146453,Becky,2024-03-16,09:22:54,Payment related,Y,Y,76,0:06:39,3
CALL0146454,Stewart,2024-03-16,16:55:12,Contract related,Y,Y,99,0:03:14,5
CALL0146455,Becky,2024-03-16,12:46:07,Admin Support,Y,Y,69,0:01:57,3
CALL0146456,Martha,2024-03-16,13:25:14,Admin Support,Y,Y,75,0:04:23,3
CALL0146457,Jim,2024-03-16,16:32:04,Streaming,Y,Y,74,0:03:38,4
CALL0146458,Becky,2024-03-16,14:48:26,Admin Support,Y,N,40,0:06:45,5
CALL0146459,Becky,2024-03-16,09:29:03,Streaming,Y,Y,30,0:07:32,3
CALL0146460,Greg,2024-03-16,15:01:04,Admin Support,Y,Y,77,0:08:26,1
CALL0146461,Stewart,2024-03-16,10:32:09,Admin Support,Y,Y,36,0:08:21,3
CALL0146462,Diane,2024-03-16,13:38:19,Admin Support,Y,Y,69,0:09:19,5
CALL0146463,Martha,2024-03-16,15:23:50,Admin Support,Y,Y,81,0:04:18,4
CALL0146464,Dan,2024-03-16,16:24:21,Payment related,Y,Y,57,0:05:26,3
CALL0146465,Dan,2024-03-16,10:50:10,Payment related,Y,Y,67,0:06:33,4
CALL0146466,Dan,2024-03-16,19:04:29,Payment related,Y,Y,64,0:04:45,5
CALL0146467,Greg,2024-03-16,17:15:32,Technical Support,Y,Y,59,0:09:38,2
CALL0146468,Joe,2024-03-16,18:16:36,Payment related,Y,Y,58,0:05:45,4
CALL0146469,Stewart,2024-03-16,17:11:51,Technical Support,Y,Y,67,0:07:20,4
CALL0146470,Martha,2024-03-16,16:23:23,Technical Support,N,N,107,0:00:32,2
CALL0146471,Martha,2024-03-16,14:20:24,Technical Support,Y,Y,112,0:09:10,4
CALL0146472,Joe,2024-03-16,20:59:42,Admin Support,N,N,85,0:00:12,2
CALL0146473,Joe,2024-03-16,13:58:58,Admin Support,Y,N,55,0:03:13,1
CALL0146474,Diane,2024-03-16,20:21:44,Payment related,Y,Y,47,0:07:11,3
CALL0146475,Jim,2024-03-16,20:48:31,Technical Support,Y,Y,43,0:07:07,4
CALL0146476,Becky,2024-03-16,20:56:45,Contract related,Y,Y,55,0:03:48,4
CALL0146477,Joe,2024-03-16,18:27:04,Streaming,Y,Y,85,0:09:04,5
CALL0146478,Stewart,2024-03-16,11:05:37,Admin Support,Y,Y,39,0:04:35,5
CALL0146479,Greg,2024-03-16,11:19:57,Admin Support,Y,Y,77,0:01:20,4
CALL0146480,Stewart,2024-03-16,13:04:29,Payment related,Y,Y,80,0:01:17,3
CALL0146481,Joe,2024-03-16,17:51:06,Streaming,Y,Y,13,0:04:02,4
CALL0146482,Jim,2024-03-16,20:36:40,Technical Support,Y,Y,29,0:08:49,4
CALL0146483,Martha,2024-03-16,12:01:21,Technical Support,N,N,57,0:00:37,2
CALL0146484,Stewart,2024-03-16,17:57:24,Contract related,Y,N,78,0:09:25,4
CALL0146485,Jim,2024-03-16,16:42:43,Streaming,Y,Y,88,0:05:37,4
CALL0146486,Martha,2024-03-16,10:19:30,Streaming,Y,Y,56,0:09:35,4
CALL0146487,Martha,2024-03-16,20:41:41,Contract related,Y,Y,34,0:01:14,3
CALL0146488,Dan,2024-03-16,19:39:09,Admin Support,Y,Y,74,0:03:54,1
CALL0146489,Joe,2024-03-16,12:22:04,Payment related,Y,Y,39,0:02:40,4
CALL0146490,Dan,2024-03-16,11:02:39,Admin Support,Y,Y,40,0:09:11,3
CALL0146491,Greg,2024-03-16,19:32:18,Technical Support,Y,Y,109,0:03:02,3
CALL0146492,Diane,2024-03-16,08:35:20,Payment related,N,N,181,0:00:09,2
CALL0146493,Becky,2024-03-16,17:12:09,Payment related,Y,Y,63,0:07:31,4
CALL0146494,Martha,2024-03-16,17:17:52,Payment related,Y,Y,63,0:01:20,4
CALL0146495,Martha,2024-03-16,16:23:58,Admin Support,Y,Y,64,0:02:03,1
CALL0146496,Jim,2024-03-16,20:09:15,Streaming,Y,Y,77,0:03:47,3
CALL0146497,Becky,2024-03-16,10:20:14,Streaming,Y,Y,77,0:09:04,5
CALL0146498,Jim,2024-03-16,18:00:46,Technical Support,Y,Y,99,0:08:51,2
CALL0146499,Martha,2024-03-16,08:27:46,Contract related,Y,Y,67,0:06:36,4
CALL0146500,Jim,2024-03-16,14:03:22,Technical Support,Y,Y,96,0:07:37,4
CALL0146501,Dan,2024-03-16,20:56:24,Contract related,Y,Y,34,0:09:17,5
CALL0146502,Diane,2024-03-16,08:53:36,Technical Support,Y,Y,98,0:05:13,2
CALL0146503,Becky,2024-03-16,16:01:07,Streaming,Y,N,84,0:03:08,3
CALL0146504,Dan,2024-03-16,15:37:48,Streaming,Y,Y,74,0:08:30,3
CALL0146505,Jim,2024-03-16,11:02:01,Admin Support,Y,Y,18,0:09:02,5
CALL0146506,Becky,2024-03-16,17:30:40,Streaming,Y,Y,93,0:04:53,2
CALL0146507,Jim,2024-03-16,20:21:02,Admin Support,Y,Y,24,0:05:42,5
CALL0146508,Martha,2024-03-16,11:40:46,Admin Support,Y,Y,43,0:07:06,3
CALL0146509,Joe,2024-03-16,10:10:54,Admin Support,Y,Y,84,0:04:39,5
CALL0146510,Dan,2024-03-16,11:59:56,Contract related,Y,Y,77,0:08:38,4
CALL0146511,Greg,2024-03-16,16:09:11,Technical Support,Y,Y,93,0:02:32,5
CALL0146512,Greg,2024-03-16,19:40:48,Admin Support,N,N,142,0:00:44,1
CALL0146513,Stewart,2024-03-16,13:54:03,Payment related,N,N,131,0:00:35,1
CALL0146514,Greg,2024-03-16,14:53:15,Payment related,Y,Y,79,0:05:25,4
CALL0146515,Becky,2024-03-16,10:02:59,Contract related,Y,Y,61,0:02:08,4
CALL0146516,Greg,2024-03-16,14:46:49,Admin Support,Y,N,28,0:03:19,2
CALL0146517,Becky,2024-03-16,14:42:21,Technical Support,Y,Y,55,0:04:17,2
CALL0146518,Greg,2024-03-16,20:13:06,Contract related,Y,N,80,0:06:37,4
CALL0146519,Greg,2024-03-16,13:42:09,Technical Support,Y,Y,70,0:08:46,4
CALL0146520,Joe,2024-03-16,19:50:32,Technical Support,Y,Y,61,0:05:27,3
CALL0146521,Jim,2024-03-16,13:57:59,Payment related,Y,Y,26,0:04:56,5
CALL0146522,Diane,2024-03-16,10:53:14,Contract related,Y,Y,95,0:01:24,4
CALL0146523,Joe,2024-03-16,19:41:33,Technical Support,Y,Y,56,0:04:58,4
CALL0146524,Greg,2024-03-16,11:25:16,Contract related,Y,Y,68,0:03:15,3
CALL0146525,Greg,2024-03-16,16:47:27,Streaming,N,N,105,0:00:08,2
CALL0146526,Stewart,2024-03-16,08:58:09,Payment related,Y,Y,46,0:04:13,5
CALL0146527,Becky,2024-03-16,17:54:55,Technical Support,Y,Y,73,0:09:35,5
CALL0146528,Stewart,2024-03-16,08:10:52,Payment related,Y,Y,79,0:04:18,4
CALL0146529,Diane,2024-03-16,14:57:41,Technical Support,Y,Y,89,0:08:46,4
CALL0146530,Dan,2024-03-16,17:04:23,Technical Support,Y,Y,86,0:01:48,4
CALL0146531,Diane,2024-03-16,12:21:54,Payment related,Y,Y,51,0:01:28,5
CALL0146532,Diane,2024-03-16,11:54:22,Streaming,Y,Y,38,0:09:19,5
CALL0146533,Stewart,2024-03-16,18:59:59,Contract related,Y,Y,41,0:03:31,3
CALL0146534,Stewart,2024-03-16,10:28:19,Streaming,N,N,135,0:00:41,1
CALL0146535,Greg,2024-03-16,20:36:12,Streaming,Y,Y,45,0:05:09,3
CALL0146536,Greg,2024-03-16,08:40:41,Technical Support,Y,Y,28,0:05:02,4
CALL0146537,Stewart,2024-03-16,12:28:42,Streaming,Y,Y,18,0:01:22,5
CALL0146538,Jim,2024-03-16,18:44:02,Technical Support,Y,N,43,0:02:00,3
CALL0146539,Becky,2024-03-16,19:39:25,Contract related,Y,Y,88,0:06:36,3
CALL0146540,Dan,2024-03-16,18:25:48,Admin Support,Y,N,49,0:04:42,3
CALL0146541,Becky,2024-03-16,12:54:59,Payment related,N,N,121,0:00:13,1
CALL0146542,Joe,2024-03-16,09:24:40,Admin Support,Y,Y,60,0:02:59,4
CALL0146543,Jim,2024-03-16,08:43:42,Streaming,Y,Y,93,0:02:48,3
CALL0146544,Martha,2024-03-16,19:48:04,Admin Support,Y,Y,52,0:03:34,4
CALL0146545,Martha,2024-03-16,09:59:27,Streaming,Y,Y,60,0:04:03,3
CALL0146546,Becky,2024-03-16,14:50:55,Payment related,Y,Y,82,0:07:04,3
CALL0146547,Becky,2024-03-16,15:59:05,Contract related,N,N,100,0:00:18,2
CALL0146548,Becky,2024-03-16,19:03:46,Admin Support,Y,Y,89,0:07:50,3
CALL0146549,Joe,2024-03-17,09:47:16,Payment related,N,N,185,0:00:42,3
CALL0146550,Greg,2024-03-17,20:41:43,Contract related,Y,Y,96,0:03:15,4
CALL0146551,Jim,2024-03-17,09:27:54,Payment related,Y,Y,100,0:08:07,3
CALL0146552,Joe,2024-03-17,12:24:29,Admin Support,Y,Y,46,0:02:19,5
CALL0146553,Jim,2024-03-17,16:45:23,Contract related,Y,N,81,0:01:49,4
CALL0146554,Diane,2024-03-17,20:20:39,Contract related,Y,Y,50,0:02:06,4
CALL0146555,Greg,2024-03-17,09:45:17,Streaming,Y,Y,110,0:06:54,5
CALL0146556,Becky,2024-03-17,09:31:59,Technical Support,Y,Y,50,0:08:17,4
CALL0146557,Jim,2024-03-17,11:33:26,Admin Support,N,N,110,0:00:15,2
CALL0146558,Greg,2024-03-17,13:44:54,Admin Support,Y,Y,55,0:02:48,4
CALL0146559,Joe,2024-03-17,19:34:43,Payment related,Y,Y,95,0:08:24,5
CALL0146560,Joe,2024-03-17,14:13:11,Contract related,N,N,137,0:00:31,3
CALL0146561,Joe,2024-03-17,12:11:09,Technical Support,Y,Y,69,0:01:33,4
CALL0146562,Greg,2024-03-17,08:59:03,Technical Support,Y,Y,78,0:06:58,4
CALL0146563,Becky,2024-03-17,17:32:02,Admin Support,Y,Y,87,0:03:04,3
CALL0146564,Dan,2024-03-17,12:03:23,Streaming,Y,Y,98,0:06:15,3
CALL0146565,Joe,2024-03-17,16:50:10,Technical Support,Y,N,57,0:07:10,5
CALL0146566,Martha,2024-03-17,09:39:55,Contract related,Y,N,51,0:03:56,3
CALL0146567,Greg,2024-03-17,20:55:01,Admin Support,Y,Y,68,0:07:21,4
CALL0146568,Martha,2024-03-17,15:16:50,Technical Support,Y,Y,56,0:08:00,4
CALL0146569,Becky,2024-03-17,17:35:18,Technical Support,Y,N,38,0:08:34,5
CALL0146570,Stewart,2024-03-17,15:52:41,Streaming,Y,N,95,0:08:59,5
CALL0146571,Dan,2024-03-17,11:46:35,Streaming,Y,N,66,0:01:49,3
CALL0146572,Becky,2024-03-17,20:52:06,Payment related,Y,Y,74,0:04:12,5
CALL0146573,Greg,2024-03-17,13:22:27,Admin Support,Y,Y,47,0:05:18,3
CALL0146574,Jim,2024-03-17,12:58:44,Technical Support,Y,N,67,0:06:17,5
CALL0146575,Joe,2024-03-17,11:08:05,Streaming,Y,Y,41,0:09:02,4
CALL0146576,Becky,2024-03-17,15:24:45,Payment related,Y,Y,52,0:03:07,4
CALL0146577,Diane,2024-03-17,12:02:38,Streaming,Y,Y,15,0:06:14,3
CALL0146578,Martha,2024-03-17,14:54:34,Streaming,Y,Y,67,0:08:13,5
CALL0146579,Martha,2024-03-17,11:15:43,Payment related,Y,Y,32,0:01:08,5
CALL0146580,Martha,2024-03-17,15:05:59,Streaming,Y,Y,82,0:05:03,4
CALL0146581,Jim,2024-03-17,12:56:25,Admin Support,N,N,49,0:00:14,1
CALL0146582,Martha,2024-03-17,12:40:46,Technical Support,Y,Y,68,0:02:59,5
CALL0146583,Becky,2024-03-17,11:35:28,Technical Support,Y,Y,88,0:08:32,4
CALL0146584,Dan,2024-03-17,17:30:28,Contract related,Y,Y,56,0:06:16,5
CALL0146585,Greg,2024-03-17,18:07:29,Streaming,Y,N,107,0:07:57,5
CALL0146586,Greg,2024-03-17,10:30:59,Technical Support,Y,Y,53,0:05:07,5
CALL0146587,Martha,2024-03-17,10:51:23,Payment related,Y,Y,48,0:05:57,4
CALL0146588,Diane,2024-03-17,15:29:40,Technical Support,Y,Y,26,0:08:34,4
CALL0146589,Dan,2024-03-17,14:30:36,Contract related,Y,Y,42,0:08:35,3
CALL0146590,Martha,2024-03-17,14:21:07,Technical Support,Y,Y,59,0:04:08,4
CALL0146591,Becky,2024-03-17,20:30:42,Payment related,Y,Y,59,0:09:01,4
CALL0146592,Dan,2024-03-17,19:00:17,Streaming,Y,N,53,0:01:33,2
CALL0146593,Jim,2024-03-17,09:14:00,Contract related,Y,N,62,0:06:28,5
CALL0146594,Diane,2024-03-17,11:56:06,Contract related,Y,Y,51,0:06:42,2
CALL0146595,Jim,2024-03-17,10:17:26,Payment related,Y,Y,53,0:03:37,4
CALL0146596,Jim,2024-03-17,14:40:07,Admin Support,Y,Y,46,0:06:54,5
CALL0146597,Joe,2024-03-17,10:26:19,Technical Support,N,N,155,0:00:27,2
CALL0146598,Greg,2024-03-17,12:56:16,Admin Support,Y,Y,79,0:09:56,3
CALL0146599,Becky,2024-03-17,09:36:58,Contract related,Y,Y,87,0:08:59,3
CALL0146600,Jim,2024-03-17,12:08:16,Contract related,Y,Y,50,0:08:09,5
CALL0146601,Martha,2024-03-17,18:26:01,Contract related,Y,N,77,0:07:16,4
CALL0146602,Jim,2024-03-17,12:44:34,Contract related,Y,Y,57,0:03:14,4
CALL0146603,Jim,2024-03-17,15:15:55,Payment related,Y,Y,80,0:04:27,4
CALL0146604,Dan,2024-03-17,16:29:25,Admin Support,Y,Y,5,0:08:29,4
CALL0146605,Greg,2024-03-17,19:56:59,Technical Support,Y,Y,58,0:07:05,4
CALL0146606,Dan,2024-03-17,13:16:18,Admin Support,Y,Y,90,0:04:21,4
CALL0146607,Dan,2024-03-17,11:05:40,Contract related,Y,Y,65,0:04:20,4
CALL0146608,Becky,2024-03-17,19:53:12,Admin Support,Y,Y,77,0:02:34,5
CALL0146609,Martha,2024-03-17,20:09:05,Contract related,Y,Y,63,0:08:42,4
CALL0146610,Jim,2024-03-17,09:57:22,Technical Support,Y,Y,41,0:01:08,3
CALL0146611,Becky,2024-03-17,17:32:13,Admin Support,Y,Y,65,0:03:47,4
CALL0146612,Diane,2024-03-17,12:04:35,Contract related,Y,Y,36,0:03:49,4
CALL0146613,Joe,2024-03-17,11:25:50,Streaming,Y,Y,68,0:05:12,2
CALL0146614,Joe,2024-03-17,13:05:16,Technical Support,Y,N,80,0:04:03,5
CALL0146615,Greg,2024-03-17,14:24:18,Streaming,Y,Y,68,0:08:11,3
CALL0146616,Joe,2024-03-17,10:07:29,Contract related,Y,Y,79,0:07:59,4
CALL0146617,Jim,2024-03-17,18:21:02,Streaming,Y,Y,56,0:01:11,4
CALL0146618,Greg,2024-03-17,15:58:44,Technical Support,Y,Y,105,0:03:29,4
CALL0146619,Diane,2024-03-17,15:06:39,Streaming,Y,Y,71,0:03:14,1
CALL0146620,Greg,2024-03-17,19:18:15,Contract related,Y,Y,22,0:06:53,4
CALL0146621,Jim,2024-03-17,09:06:36,Technical Support,Y,Y,49,0:09:46,3
CALL0146622,Diane,2024-03-17,13:02:31,Contract related,Y,Y,58,0:08:27,3
CALL0146623,Martha,2024-03-17,15:42:40,Admin Support,Y,Y,79,0:04:00,4
CALL0146624,Becky,2024-03-17,11:22:29,Streaming,Y,N,88,0:09:45,4
CALL0146625,Diane,2024-03-17,16:36:23,Payment related,Y,Y,79,0:03:35,4
CALL0146626,Stewart,2024-03-17,13:22:54,Payment related,Y,Y,61,0:03:17,3
CALL0146627,Diane,2024-03-17,18:13:14,Payment related,Y,Y,80,0:08:04,5
CALL0146628,Martha,2024-03-17,09:44:18,Contract related,N,N,94,0:00:40,1
CALL0146629,Stewart,2024-03-17,19:18:27,Technical Support,Y,Y,49,0:01:31,4
CALL0146630,Greg,2024-03-17,10:01:56,Technical Support,Y,Y,41,0:08:06,4
CALL0146631,Stewart,2024-03-17,11:44:31,Contract related,Y,Y,91,0:06:29,3
CALL0146632,Diane,2024-03-17,14:38:20,Technical Support,Y,Y,103,0:02:48,4
CALL0146633,Greg,2024-03-17,09:10:13,Technical Support,Y,Y,35,0:08:01,4
CALL0146634,Joe,2024-03-17,17:05:59,Contract related,Y,Y,98,0:07:49,4
CALL0146635,Martha,2024-03-17,15:10:26,Streaming,Y,Y,20,0:03:13,4
CALL0146636,Joe,2024-03-17,11:17:16,Technical Support,Y,Y,47,0:08:44,4
CALL0146637,Dan,2024-03-17,16:27:25,Admin Support,Y,Y,96,0:06:08,4
CALL0146638,Jim,2024-03-17,18:55:55,Payment related,Y,Y,67,0:01:02,5
CALL0146639,Diane,2024-03-17,15:23:51,Contract related,Y,Y,65,0:03:46,5
CALL0146640,Martha,2024-03-17,19:03:08,Payment related,Y,Y,32,0:06:37,3
CALL0146641,Martha,2024-03-17,10:46:25,Payment related,Y,N,31,0:04:22,3
CALL0146642,Becky,2024-03-17,11:08:28,Streaming,Y,Y,14,0:05:18,4
CALL0146643,Diane,2024-03-17,08:03:40,Payment related,Y,Y,32,0:01:44,5
CALL0146644,Greg,2024-03-17,10:17:03,Contract related,Y,Y,60,0:07:45,5
CALL0146645,Greg,2024-03-17,14:39:39,Admin Support,Y,Y,59,0:02:57,3
CALL0146646,Greg,2024-03-17,18:25:19,Streaming,Y,Y,69,0:09:59,5
CALL0146647,Stewart,2024-03-17,08:10:10,Technical Support,Y,Y,58,0:04:00,5
CALL0146648,Jim,2024-03-17,14:40:57,Contract related,Y,Y,59,0:03:19,3
CALL0146649,Dan,2024-03-17,19:03:05,Streaming,Y,Y,40,0:01:59,2
CALL0146650,Dan,2024-03-17,14:47:00,Streaming,N,N,62,0:00:30,1
CALL0146651,Stewart,2024-03-17,14:08:46,Admin Support,Y,N,62,0:02:09,5
CALL0146652,Diane,2024-03-17,11:10:53,Contract related,Y,Y,7,0:02:31,4
CALL0146653,Becky,2024-03-17,09:53:28,Admin Support,Y,Y,73,0:05:31,4
CALL0146654,Dan,2024-03-17,11:50:58,Admin Support,Y,Y,56,0:02:54,5
CALL0146655,Martha,2024-03-17,18:41:36,Admin Support,N,N,120,0:00:10,2
CALL0146656,Dan,2024-03-17,18:06:11,Payment related,Y,Y,10,0:09:27,5
CALL0146657,Greg,2024-03-17,08:19:15,Contract related,Y,Y,43,0:07:37,4
CALL0146658,Joe,2024-03-17,19:46:53,Contract related,Y,Y,68,0:05:32,3
CALL0146659,Diane,2024-03-17,11:27:38,Technical Support,Y,Y,65,0:03:27,4
CALL0146660,Martha,2024-03-17,12:22:33,Streaming,Y,Y,144,0:03:29,5
